id,facility_name,business_status,road_address,parcel_address,phone,area_sqm,facility_type,latitude,longitude
140,박철환동물병원,영업/정상,서울특별시 동대문구 사가정로 221 (장안동),서울특별시 동대문구 장안동 100-8번지,02-2244-7479,60.83,동물병원,37.57891554,127.06969281
141,뉴월드동물병원,영업/정상,"서울특별시 동대문구 한천로 94, 1층 (장안동)",서울특별시 동대문구 장안동 186-12번지,02-2212-5233,348.00,동물병원,37.56960341,127.06453370
142,그랜드동물병원,영업/정상,서울특별시 동대문구 전농로 77(답십리동),서울특별시 동대문구 답십리동 250-1,02-2214-6129,0.00,동물병원,37.57180442,127.05710150
143,애니케어동물병원,영업/정상,서울특별시 동대문구 이문로 80 (이문동),서울특별시 동대문구 이문동 324-3,02-967-0877,23.28,동물병원,37.59404027,127.05886786
144,푸른종합동물병원,영업/정상,"서울특별시 동대문구 홍릉로 48-1, 1층 (청량리동)",서울특별시 동대문구 청량리동 359번지,02-963-7582,49.80,동물병원,37.58458516,127.04407060
145,장평25시동물종합병원,영업/정상,서울특별시 동대문구 장한로 139 (장안동),서울특별시 동대문구 장안동 307-3번지,02-2215-2022,83.20,동물병원,37.57290205,127.07139173
146,안암동물병원,영업/정상,"서울특별시 동대문구 안암로 40, 1층 (용두동)",서울특별시 동대문구 용두동 732-5번지,02-925-3686,90.00,동물병원,37.58054783,127.02679158
147,주주동물병원,영업/정상,서울특별시 동대문구 사가정로 121 (전농동),서울특별시 동대문구 전농동 38-24번지,02-2244-1081,94.30,동물병원,37.57786872,127.05847810
148,디아크동물병원,영업/정상,서울특별시 동대문구 홍릉로 64-1 (청량리동),서울특별시 동대문구 청량리동 400번지,02-960-7501,92.16,동물병원,37.58594392,127.04353164
149,아이원 동물병원,영업/정상,"서울특별시 동대문구 전농로 80, 1층 (답십리동)",서울특별시 동대문구 답십리동 52-3,02-2217-8930,0.00,동물병원,37.57194873,127.05759267
150,아이랑 동물병원,영업/정상,"서울특별시 동대문구 이문로35길 12, 상가 A동 101호 (이문동, 래미안라그란데아파트)",서울특별시 동대문구 이문동 257-42 래미안라그란데아파트,,,동물병원,37.60008367,127.06023024
151,서울동물복지지원센터 동대문 동물병원,영업/정상,서울특별시 동대문구 무학로 201 (용두동),서울특별시 동대문구 용두동 726-1,02-921-2413,552.09,동물병원,37.58215150,127.02935665
152,청량리 슬기 동물병원,영업/정상,"서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 218, 219호 (전농동)",서울특별시 동대문구 전농동 620-15 청량리역 우남SL타워300,0232937582,76.91,동물병원,37.57949841,127.04399587
153,이즈 동물병원,영업/정상,"서울특별시 동대문구 이문로35길 12, 상가 C동 102호 (이문동, 래미안라그란데아파트)",서울특별시 동대문구 이문동 257-42 래미안라그란데아파트,0221380514,,동물병원,37.60008367,127.06023024
154,서울우유협동조합유우진료소,영업/정상,서울특별시 중랑구 중랑천로 71 (상봉동),서울특별시 중랑구 상봉동 137-7,02-2094-8344,0.00,동물병원,37.59172589,127.07236905
155,닥터 아이펫 동물병원,영업/정상,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",서울특별시 중랑구 상봉동 99-10,2208-0329,0.00,동물병원,37.59722893,127.08747279
156,행복이 있는 동물병원,영업/정상,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",서울특별시 중랑구 신내동 405-5번지,02-433-3387,,동물병원,37.60781800,127.09834745
157,보담동물병원,영업/정상,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",서울특별시 중랑구 면목동 17-31번지,02-494-7775,,동물병원,37.58995069,127.09740412
158,로얄동물암치료센터,영업/정상,"서울특별시 중랑구 동일로 640, 지하 2층 (면목동)",서울특별시 중랑구 면목동 146-75,02-6215-3416,413.84,동물병원,37.58751219,127.08024406
159,태능동물병원,영업/정상,"서울특별시 중랑구 동일로 920, 3층 (묵동)",서울특별시 중랑구 묵동 175-2 3층,02-973-1953,153.50,동물병원,37.61259596,127.07757937
160,보람동물병원,영업/정상,서울특별시 중랑구 면목로 269 (면목동),서울특별시 중랑구 면목동 353-4번지,434-5465,0.00,동물병원,37.57702540,127.08575220
161,엔젤동물병원,영업/정상,서울특별시 중랑구 겸재로 187 (면목동),서울특별시 중랑구 면목동 102-51번지,435-0166,0.00,동물병원,37.58879668,127.08837075
162,홍상희동물병원,영업/정상,"서울특별시 중랑구 동일로 899, 1층 (묵동)",서울특별시 중랑구 묵동 239-76,974-0339,95.40,동물병원,37.61066507,127.07738992
163,하스펫탈동물병원,영업/정상,"서울특별시 중랑구 면목로 442-1, 1층 (면목동)",서울특별시 중랑구 면목동 225-7,435-2275,0.00,동물병원,37.59157193,127.08695803
164,신내동물병원,영업/정상,"서울특별시 중랑구 봉화산로 103, 1층 (중화동, 삼일시티빌)",서울특별시 중랑구 중화동 11-36번지 삼일시티빌 1층,3422-0001,0.00,동물병원,37.60271568,127.08571737
165,진정훈동물병원,영업/정상,"서울특별시 중랑구 봉화산로 39-1, 유정빌딩 2층 (중화동)",서울특별시 중랑구 중화동 305-44 유정빌딩,2207-0073,0.00,동물병원,37.60176655,127.07877176
166,성지동물병원,영업/정상,서울특별시 중랑구 면목로 311 (면목동),서울특별시 중랑구 면목동 634-5,493-7582,0.00,동물병원,37.57991331,127.08777347
167,금란동물병원,영업/정상,"서울특별시 중랑구 용마산로 532, 금란동물병원 (망우동)",서울특별시 중랑구 망우동 364-27 금란동물병원,492-7582,0.00,동물병원,37.59845017,127.10059680
168,진서동물병원,영업/정상,서울특별시 중랑구 신내로10길 7 (신내동),서울특별시 중랑구 신내동 571-8번지,432-7530,0.00,동물병원,37.60469896,127.09592363
169,세진동물병원,영업/정상,서울특별시 중랑구 망우로 415(망우동),서울특별시 중랑구 망우동 488-14,436-7311,0.00,동물병원,37.59967728,127.09832439
170,숲속동물병원,영업/정상,"서울특별시 중랑구 겸재로 207, 1층 (면목동)",서울특별시 중랑구 면목동 103-4 1층,492-9303,28.61,동물병원,37.58931458,127.09056172
171,면목동물병원,영업/정상,서울특별시 중랑구 사가정로 363 (면목동),서울특별시 중랑구 면목동 606-6번지,437-7579,83.00,동물병원,37.58121544,127.08490194
172,하니동물병원,영업/정상,"서울특별시 중랑구 신내로 225, 디아뜨갤러리 142호 (신내동)",서울특별시 중랑구 신내동 648번지 디아뜨갤러리,0234220977,0.00,동물병원,37.61695742,127.09129202
173,한국동물메디컬센터(KAMC),영업/정상,"서울특별시 중랑구 겸재로 165, 1,2층 (면목동)","서울특별시 중랑구 면목동 119-10 1,2층",2208-6788,128.48,동물병원,37.58819468,127.08589955
174,로얄동물외과수술센터,영업/정상,"서울특별시 중랑구 동일로 640, 지하1, 지상4층 (면목동)",서울특별시 중랑구 면목동 146-75,070-8660-0936,602.02,동물병원,37.58751219,127.08024406
175,아이봄 동물병원,영업/정상,서울특별시 중랑구 신내로 66 (신내동),서울특별시 중랑구 신내동 563-2번지,02-433-7515,,동물병원,37.60504884,127.09562721
176,로얄동물메디컬센터 본원,영업/정상,"서울특별시 중랑구 동일로 640, 2층, 3층 (면목동)",서울특별시 중랑구 면목동 146-75,070-8660-0904,455.22,동물병원,37.58751219,127.08024406
177,산들동물병원,영업/정상,"서울특별시 중랑구 용마산로 670, C동 129,130호 (망우동, 신내역 프라디움 더 테라스)",서울특별시 중랑구 망우동 584 신내역 프라디움 더 테라스,02-435-7582,84.40,동물병원,37.61080487,127.10211864
178,레미 동물병원,영업/정상,"서울특별시 중랑구 동일로 593, 2층 (면목동)",서울특별시 중랑구 면목동 172-93번지,02-470-4707,0.00,동물병원,37.58335596,127.07946843
179,닥터멍동물병원,영업/정상,"서울특별시 중랑구 상봉로 17, 1층 (면목동)",서울특별시 중랑구 면목동 71-41,02-439-7582,146.00,동물병원,37.58749587,127.09412600
180,치료해 주오,영업/정상,"서울특별시 중랑구 동일로 925, 3층 (묵동)",서울특별시 중랑구 묵동 238-8 하태윤산부인과,02-949-7577,0.00,동물병원,37.61295640,127.07681454
181,중랑차동물병원,영업/정상,"서울특별시 중랑구 중랑천로 81, 101호 (상봉동)",서울특별시 중랑구 상봉동 137-16,02-433-0787,42.90,동물병원,37.59243804,127.07263643
182,모루 동물의료센터,영업/정상,"서울특별시 중랑구 망우로 373, 1층 (상봉동)",서울특별시 중랑구 상봉동 74-43,02-2038-7533,75.00,동물병원,37.59863060,127.09364247
183,혜원동물병원,영업/정상,"서울특별시 중랑구 면목로 341, 1층 (면목동)",서울특별시 중랑구 면목동 497-7,02-439-8300,60.00,동물병원,37.58234924,127.08829215
184,서울종합동물병원,영업/정상,서울특별시 성북구 보문로 137 (보문동2가),서울특별시 성북구 보문동2가 49번지,928-5599,0.00,동물병원,37.58710404,127.01819642
185,대학동물병원,영업/정상,"서울특별시 성북구 화랑로 299, 2층 210호 (장위동, 석계역 한일노벨리아시티)",서울특별시 성북구 장위동 8-2 석계역 한일노벨리아시티 210호,918-3344,42.00,동물병원,37.61357797,127.06111159
186,강북동물병원,영업/정상,서울특별시 성북구 종암로 65 (종암동),서울특별시 성북구 종암동 19-1번지,924-4555,0.00,동물병원,37.59620751,127.03516507
187,성신동물병원,영업/정상,"서울특별시 성북구 아리랑로 18, 1층 101호 (동선동5가)",서울특별시 성북구 동선동5가 1,927-7517,25.10,동물병원,37.59451472,127.01632727
188,아이튼튼동물병원,영업/정상,"서울특별시 성북구 길음로 11, 2층 241호 (길음동, 길음역롯데캐슬트윈골드아파트)",서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트 241호,0507-1464-5666,24.25,동물병원,37.60374160,127.02314091
189,더편한동물병원,영업/정상,"서울특별시 성북구 숭인로 50, 상가동 2203호 (길음동, 래미안길음센터피스)",서울특별시 성북구 길음동 498-1 래미안길음센터피스,982-7975,112.70,동물병원,37.61118240,127.02726444
190,퍼스트동물병원,영업/정상,"서울특별시 성북구 한천로 713, 515동 상가 206,207호 (장위동, 래미안장위퍼스트하이)",서울특별시 성북구 장위동 173-114 래미안장위퍼스트하이,911-7582,52.80,동물병원,37.62007518,127.05152985
191,포포동물병원,영업/정상,"서울특별시 성북구 보문로 51, (주)참존글로벌워크 1층 (보문동7가)",서울특별시 성북구 보문동7가 102 (주)참존글로벌워크,922-7555,82.00,동물병원,37.57997668,127.02199277
192,스마트동물병원 성북길음점,영업/정상,"서울특별시 성북구 길음로13길 22, 103호, 104호 (길음동, 길음7구역두산위브아파트)","서울특별시 성북구 길음동 1285 길음뉴타운7단지 두산위브상가 103호, 104호",941-5575,66.00,동물병원,37.60977639,127.01882884
193,포유동물병원,영업/정상,서울특별시 성북구 오패산로 22 (하월곡동),서울특별시 성북구 하월곡동 62-4번지,912-6555,115.00,동물병원,37.60421834,127.03774318
194,로이동물병원,영업/정상,서울특별시 성북구 아리랑로 27 (동소문동6가),서울특별시 성북구 동소문동6가 237,927-7878,60.00,동물병원,37.59535643,127.01575661
195,카카오 N 동물병원,영업/정상,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운 제상가비동 제지2층 25호)",서울특별시 성북구 길음동 1284번지 길음뉴타운 제상가비동 제지2층 25호,942-4883,43.00,동물병원,37.60756132,127.01794474
196,넬 동물의료센터,영업/정상,서울특별시 성북구 오패산로 75-1 (하월곡동),서울특별시 성북구 하월곡동 76-16,02-6925-4347,155.00,동물병원,37.60880696,127.03578193
197,앙리동물병원,영업/정상,"서울특별시 성북구 성북로 66, 1층 (성북동)",서울특별시 성북구 성북동 155-15 1층,766-7577,115.00,동물병원,37.59345787,127.00171711
198,드림동물병원,영업/정상,서울특별시 성북구 동소문로 74 (동소문동5가),서울특별시 성북구 동소문동5가 8-1번지,928-7582,0.00,동물병원,37.59183535,127.01369824
199,태양 동물병원,영업/정상,서울특별시 성북구 돌곶이로 31 (석관동),서울특별시 성북구 석관동 332-23번지,969-0075,37.60,동물병원,37.60702846,127.06068495
200,쓰담쓰담 동물병원,영업/정상,서울특별시 성북구 종암로 113 (종암동),서울특별시 성북구 종암동 86-1번지,927-7585,0.00,동물병원,37.60016131,127.03367423
201,호담동물병원,영업/정상,서울특별시 성북구 동소문로 302 (하월곡동),서울특별시 성북구 하월곡동 88-677번지,915-5301,0.00,동물병원,37.60678448,127.02853146
202,꿈의숲동물병원,영업/정상,"서울특별시 성북구 돌곶이로 220, 105동 112호 (장위동, 꿈의숲코오롱하늘채아파트)",서울특별시 성북구 장위동 319 꿈의숲코오롱하늘채아파트 105동 112호,915-5485,0.00,동물병원,37.61967147,127.04615694
203,도담도담동물병원,영업/정상,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스 1층)",서울특별시 성북구 하월곡동 46-73 코업스타클래스 1층,943-7582,0.00,동물병원,37.60182099,127.04044516
204,길음동물병원,영업/정상,"서울특별시 성북구 동소문로 248 (길음동, 삼부상가 102동 6,7호)",서울특별시 성북구 길음동 1276번지,913-1874,44.10,동물병원,37.60277268,127.02377588
